,count
insignis,2
demum,2
quilibet,2
euentus,2
senatus,2
pellitus,2
bucina,2
quiris,2
oleo,2
parilis,2
nouo,2
asellus,2
lupercus,2
praetorius,2
resurgo,2
superbio,2
auersus,2
pigeo,2
itero,2
troius,2
harenosus,2
prodo,2
tuscus,2
liueo,2
stipes,2
auius,2
quartus,2
imbellis,2
attero,2
induco,2
aquosus,2
tignum,2
ascendo,2
probrus,2
pudeo,2
cras,2
limes,2
rependo,2
palla,2
prope,2
coepio,2
decerno,2
lena,2
eruo,2
fetus,2
ripa,2
sperno,2
damnosus,2
recurro,2
utor,2
moles,2
uindex,2
mobilis,2
assisto,2
remigo,2
ductus,2
fertilis,2
luridus,2
lethaeus,2
diripio,2
arcanus,2
sibilo,2
cybebe,2
anio,2
aruum,2
corripio,2
taberna,2
labes,2
spectaculum,2
barba,2
secerno,2
fur,2
claua,2
claudius,2
cornelius,2
censura,2
contactus,1
cupido,1
consilium,1
amens,1
percussus,1
ingemo,1
benefacio,1
pellax,1
en,1
agedum,1
fortiter,1
fertus,1
adnuo,1
pareo,1
uito,1
monitum,1
aduerto,1
murra,1
peregrinus,1
summitto,1
arbutus,1
indocilis,1
praefulgeo,1
succendo,1
pollux,1
discordia,1
obnoxius,1
conquiro,1
cnosius,1
cos,1
hac,1
formo,1
auspicium,1
cubitum,1
expello,1
perduco,1
impello,1
decor,1
quid,1
toxicum,1
thessalia,1
contrarius,1
singultus,1
nobilitas,1
solacium,1
aegaeus,1
arguto,1
duro,1
athenae,1
patruus,1
idoneus,1
cadmeus,1
aliquid,1
neglectus,1
subicio,1
quolibet,1
duplico,1
bruma,1
defigo,1
subsido,1
rogito,1
consido,1
malo,1
doto,1
indo,1
obsequium,1
canities,1
irrisor,1
perpetuo,1
tigris,1
erratum,1
uoluptas,1
concredo,1
coniungo,1
subiectus,1
adduco,1
amoueo,1
confido,1
susurrus,1
perspicio,1
baiae,1
uenetus,1
dissideo,1
despectus,1
pallesco,1
languesco,1
quotcumque,1
linter,1
intendo,1
aduersum,1
infringo,1
transcendo,1
textilis,1
alcinous,1
digressus,1
consisto,1
periurium,1
obliuiscor,1
retro,1
inuerto,1
attollo,1
patricius,1
inauro,1
potor,1
defleo,1
penitus,1
resero,1
uocula,1
rima,1
auricula,1
chalybs,1
miseror,1
petulantia,1
peruigilo,1
alloquor,1
poenus,1
tenere,1
caros,1
taciturnus,1
repeto,1
tristitia,1
infero,1
fagus,1
cortex,1
careo,1
occurro,1
infra,1
dispar,1
giganteus,1
ubicumque,1
egredior,1
aquilonius,1
roscidus,1
irriguus,1
papauer,1
pueriliter,1
haurio,1
dryades,1
destituo,1
monitus,1
consors,1
euado,1
uolumen,1
euerro,1
declino,1
bini,1
ciuilis,1
attraho,1
debilis,1
contexo,1
intono,1
arator,1
enumero,1
culpo,1
priuignus,1
morbus,1
crus,1
restituo,1
repleo,1
quandocumque,1
essedum,1
caelo,1
pristinus,1
fuluus,1
anguifer,1
minium,1
bombyx,1
salto,1
sternuo,1
nobiscum,1
obeo,1
detrecto,1
trepido,1
dehinc,1
domitius,1
surripio,1
delictum,1
repulsus,1
crepitus,1
suscito,1
expendo,1
deciens,1
ictus,1
medicus,1
incautus,1
tranquillus,1
uellico,1
amata,1
solum,1
uerum,1
repugno,1
praecludo,1
conecto,1
rusticus,1
circumeo,1
scriba,1
aedes,1
simul,1
suspicor,1
eadem,1
depingo,1
paries,1
seduco,1
edictum,1
udus,1
etenim,1
acerbus,1
iugulum,1
temerarius,1
ecquando,1
interitus,1
exagito,1
calco,1
permisceo,1
effugio,1
stillo,1
cruor,1
porricio,1
passus,1
fors,1
eiecto,1
denus,1
exanimis,1
foedo,1
risus,1
salus,1
facile,1
sententia,1
promo,1
furtim,1
postmodo,1
caneo,1
inops,1
uiator,1
uentosus,1
permaneo,1
hamatus,1
utroque,1
puerilis,1
euolo,1
uapulo,1
armo,1
gracilis,1
stupefacio,1
mirator,1
illustris,1
confundo,1
odorifer,1
lanx,1
lacero,1
labellum,1
notesco,1
aspernor,1
longaeuus,1
illic,1
collegium,1
uictoria,1
sido,1
onustus,1
uestibulum,1
appositus,1
pertendo,1
inclino,1
prohibeo,1
satio,1
masculus,1
aridus,1
decurro,1
passim,1
crastinus,1
offero,1
stolidus,1
nauigo,1
fascis,1
pondero,1
merx,1
stramineus,1
septeni,1
seiungo,1
uulgo,1
lumbus,1
fremitus,1
chrysolithos,1
rapidus,1
percurro,1
aetherius,1
pleias,1
punio,1
difficile,1
rimosus,1
aurora,1
decedo,1
ulna,1
adiunctus,1
maturus,1
praesto,1
memnon,1
luctus,1
deminuo,1
ineptus,1
demos,1
corruptor,1
probus,1
peccatum,1
plurimus,1
ibi,1
protinus,1
sura,1
sus,1
lepor,1
abluo,1
lucifer,1
abduco,1
dubito,1
grauitas,1
ambo,1
mitis,1
orbita,1
tragicus,1
perpetuus,1
dodona,1
dispereo,1
eicio,1
here,1
gestus,1
incino,1
indicus,1
lanio,1
culter,1
